TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,White-alone pop,POP_ESTIMATE_2018,R_birth_2018,R_death_2018,R_NATURAL_INC_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,POVALL_2018,PCTPOVALL_2018,MEDHHINC_2018,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Median_Household_Income_2018,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Total Population,Population Aged 60+,Percent of Population Aged 60+,COUNTY_NAME,STATE_NAME,CNTY_FIPS,county_pop2018_18 and older,anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Percent_Pop_Aged_60_plus,Racial_Diversity_Index,Percent_Higher_Education,Minority_Population,Child_Poverty_Index
7060.0,1065,1125,704,912,773,806,6864,7060,12.8,10.2,2.6,344,1439,624,8.9,61219.0,3831,3723,108,2.8,61219,192.6,181.6,73.9,68.9,5.8,5.5,2.76893048,2.487207902,0.181107372,1.565572612,3.710688812,5.614328517,0,6862,1645,24.0,463,12,29,5040,40.6,31.1,7.0,10.8,3.0,23.725212464589234,1,37.35127478753541,196,10.85
68192.0,7384,8728,8258,7597,8241,10363,65787,68192,10.4,10.7,-0.3,3613,17352,7279,10.8,54149.0,33151,31719,1432,4.3,54149,287.0,249.7,97.8,87.6,7.9,6.7,30.15318157,25.80757599,0.982366097,50.58503199,41.08882639,138.5067976,7,68617,16363,23.8,889,22,155,53768,48.2,37.6,9.4,11.0,3.1,25.840274519005163,1,39.37118723603942,2405,14.4
64623.0,7629,8011,7494,7432,8323,9116,62281,64623,11.1,12.5,-1.4,8143,16921,12392,19.5,41541.0,25726,24421,1305,5.1,41541,230.9,214.6,77.3,72.9,8.3,7.6,42.43214509,14.2597461,1.5185328,28.56287885,27.47821257,93.36807387,38,63974,15846,24.8,152,17,199,50250,52.4,39.6,13.5,16.1,3.8,25.715302601241046,1,30.764588459217308,2342,25.549999999999997
153337.625,16763,19833,18341,17155,19726,25335,149717,159337,9.5,10.8,-1.3,10689,38628,21745,13.8,56557.0,75778,72183,3595,4.7,56557,287.0,249.7,97.8,87.6,7.9,6.7,70.45573517,60.30182039,2.295390467,118.1966688,96.00789432,323.6341156,23,159761,38914,24.4,57,22,147,126206,49.0,36.3,9.9,11.7,3.3,25.121199053396058,1,34.66321458937426,9620,18.450000000000003
153337.625,53282,58472,74628,60737,57118,59315,400376,465289,11.2,9.6,1.6,27363,78592,59817,13.2,55874.0,240034,232986,7048,2.9,55874,253.1,225.8,85.1,77.8,8.1,7.4,395.048334,81.92373246,2.9057676592500004,246.527205,170.8577172,694.358615,254,452286,93686,20.7,509,42,93,367698,40.8,30.1,8.3,11.5,2.9,25.121199053396058,2,37.19048080991211,64913,14.5
9047.0,1314,1205,901,971,931,1204,8394,9047,14.1,12.7,1.4,774,2155,917,10.4,55378.0,4971,4828,143,2.9,55378,302.7,265.0,104.9,96.0,7.4,6.6,4.643473324,2.921518633,0.204764275,5.183599561,5.652783845,15.1283716,0,9229,2504,27.1,933,23,117,6711,42.2,33.5,6.9,11.1,3.4,27.8655908035813,1,36.54250027633469,653,14.75
25083.0,2676,3024,2896,2845,3201,3652,24127,25083,10.5,9.2,1.3,2376,4851,2168,8.7,68835.0,12040,11639,401,3.3,68835,228.7,202.9,79.1,71.9,7.0,6.1,11.48105252,7.933013862,0.345743015,11.86971536,8.133306367,30.49214947,0,23397,6208,26.5,368,10,85,19897,38.0,27.7,8.0,11.0,2.9,27.066140413826094,1,38.910816090579274,956,12.9
53652.0,6535,7510,12551,6553,5102,5867,47962,53652,12.8,7.1,5.7,2478,9392,7032,14.1,52151.0,22777,21933,844,3.7,52151,273.1,236.3,86.6,79.0,7.0,6.3,29.92415251,5.823693714,1.068406967,33.37458157,23.96033985,95.14952211,0,53941,8743,16.2,136,25,101,42216,40.0,33.0,7.0,8.8,2.4,17.770073808991278,2,35.681801237605306,5690,13.4
153337.625,25513,29769,25527,27835,28533,30707,174163,216072,10.3,8.5,1.8,12535,44514,18846,8.8,62835.0,106276,102789,3487,3.3,62835,265.2,240.7,86.8,80.1,6.9,6.0,125.3865989,61.81072386,2.201366663,117.6260205,83.99684779,295.2367465,28,203291,41495,20.4,13,9,19,165863,43.1,33.4,8.5,11.9,3.0,25.121199053396058,2,37.19048080991211,41909,11.45
7885.0,858,1113,715,903,900,1085,7450,7885,9.3,10.7,-1.4,590,1717,918,11.9,55190.0,4058,3886,172,4.2,55190,207.9,199.6,79.8,76.2,10.6,10.4,3.903350486,2.197340658,0.39579428,1.801546378,5.131677563,7.424554771,0,8253,2206,26.7,1839,50,43,6092,37.5,28.4,8.3,11.3,3.4,29.30881420418516,1,42.549143944197844,435,15.3
34993.0,3992,3989,5490,4025,3665,4611,32791,34993,11.1,11.8,-0.7,1911,7910,5697,16.7,47302.0,17238,16546,692,4.0,47302,247.1,236.2,91.5,88.0,9.8,9.4,16.60207944,12.87978782,1.844675493,11.33157803,19.33615205,37.94761015,11,34514,8536,24.7,1056,26,93,27906,40.2,30.8,7.6,11.2,3.2,26.350984482610805,1,38.88206212671106,2202,19.3
1892.0,250,223,166,200,223,228,1823,1892,12.7,11.1,1.6,164,345,197,10.7,57210.0,926,900,26,2.8,57210,224.8,199.9,72.9,66.5,6.2,5.4,0.652599162,0.385165344,0.034475693,0.715881505,0.633614459,2.234525899,0,1929,516,26.7,1375,43,11,1455,45.3,32.5,8.1,12.4,3.3,31.818181818181817,1,47.780126849894295,69,14.95
153337.625,48756,50476,52696,49995,43190,43379,329185,362265,12.6,8.4,4.2,41214,67576,57694,16.2,53034.0,168149,160300,7849,4.7,53034,224.8,199.9,72.9,66.5,6.2,5.4,124.9544585,73.74837384,2.9057676592500004,137.0712545,121.3194197,427.8491146,115,358484,68411,19.1,1605,43,355,273288,49.4,40.3,6.3,14.0,3.3,25.121199053396058,1,37.19048080991211,33080,21.450000000000003
8058.0,973,1077,817,884,868,1179,7866,8058,10.2,10.2,0.0,438,2100,717,9.1,57208.0,4533,4428,105,2.3,57208,239.2,214.5,88.2,80.3,6.8,6.2,4.36466577,3.433258625,0.38843437,3.733982008,5.262659205,11.46507898,0,8105,2184,26.9,6,27,23,6190,44.0,34.9,7.3,11.0,3.1,28.046661702655744,1,37.652022834450236,192,10.15
50815.0,5733,6334,6634,6159,6441,6947,42829,50815,10.7,10.0,0.7,3866,10781,6352,12.9,53134.0,25051,24115,936,3.7,53134,230.9,214.6,77.3,72.9,8.3,7.6,33.36566629,11.21286536,1.194067812,22.45984694,21.60694136,73.41811234,10,49969,11999,24.0,29,17,73,40226,49.0,35.9,9.6,12.8,3.0,24.73088654924727,2,40.60218439437174,7986,18.15
13275.0,1420,1564,1543,1455,1604,1991,11046,13275,9.6,13.3,-3.7,2275,3366,2285,17.6,39201.0,5963,5730,233,3.9,39201,217.1,196.7,77.2,71.2,7.6,6.9,6.890254469,1.45300991,0.274306544,6.205846063,5.073313105,17.22427822,4,13407,3480,26.0,13,0,27,10587,52.7,35.9,12.2,16.4,4.0,27.85687382297552,2,27.45009416195857,2229,25.4
19964.0,3762,3475,2260,2858,2249,1938,18227,19964,16.2,6.4,9.8,1421,4294,2335,11.9,60767.0,7724,7369,355,4.6,60767,216.2,199.9,65.3,62.2,5.8,5.4,7.622824297,5.039779444,0.341037707,6.132363208,6.643919769,23.34213637,4,20259,3119,15.4,1661,44,13,13244,41.1,33.8,6.5,9.9,2.8,17.14085353636546,1,30.124223602484474,1737,13.05
2533.0,336,350,238,262,240,327,2462,2533,13.0,7.5,5.5,99,607,297,11.9,50553.0,1398,1366,32,2.3,50553,227.6,206.5,88.0,80.5,6.8,6.3,1.428534727,0.723837328,0.120929554,1.04834613,1.556424255,3.317297755,0,2497,725,29.0,677,16,179,1896,48.3,37.9,8.5,13.0,3.5,30.793525463876826,1,44.21634425582314,71,21.799999999999997
15795.0,1598,1832,1475,1636,1994,2376,15106,15795,8.7,10.1,-1.4,1666,3852,1922,12.3,48315.0,8105,7884,221,2.7,48315,263.2,231.8,90.3,81.7,7.3,6.3,8.303900649,3.897900662,0.178020201,7.877393916,6.914972202,21.79263967,0,15594,4593,29.5,379,46,63,12683,44.6,31.8,9.7,12.6,3.5,30.921177587844255,1,37.9360557138335,689,17.5
36249.0,4414,4417,4330,4172,4860,5194,33617,36249,11.6,10.3,1.3,3658,8732,5712,16.0,50162.0,17202,16493,709,4.1,50162,230.9,214.6,77.3,72.9,8.3,7.6,23.80147668,7.998723929,0.851791088,16.02178475,15.41336254,52.37298345,8,35757,8552,23.9,117,17,49,28162,53.3,39.4,11.4,14.0,3.3,24.447570967474967,1,35.107175370355044,2632,24.35
101104.0,13692,13354,12720,12367,11907,13249,91568,101104,13.2,10.2,2.9,6739,23341,15026,15.3,51441.0,48018,46121,1897,4.0,51441,230.9,214.6,77.3,72.9,8.3,7.6,66.38595543,22.30966328,2.375775501,44.68720585,42.99022335,146.0762537,32,99258,22152,22.3,541,17,59,76369,48.4,31.8,10.8,13.8,3.3,23.554953315398006,2,36.79379648678589,9536,18.4
153337.625,19848,23202,20970,22243,23283,28813,180191,187888,9.5,10.4,-0.9,7163,43787,15883,8.7,67161.0,98563,94719,3844,3.9,67161,320.5,273.3,100.8,88.2,8.7,7.2,102.7386195,83.16796142,2.9057676592500004,152.2227496,105.6874218,392.6895084,35,185984,44846,24.1,6,38,19,150374,43.5,33.4,6.9,10.0,2.8,25.121199053396058,1,37.19048080991211,7697,8.55
59866.0,6850,7344,7025,7108,7679,8381,57179,59866,10.1,12.6,-2.5,5755,18549,11093,18.8,43031.0,23690,22355,1335,5.6,43031,292.7,248.6,93.7,83.7,8.3,7.1,30.92797535,11.45139144,0.993546484,40.48957991,27.68614584,116.675134,0,61057,14970,24.5,39,35,87,46857,54.9,39.5,11.7,14.4,3.5,25.856078575485252,1,30.56826913440016,2687,24.3
50310.0,7512,7558,6389,6589,6073,6029,48067,50310,14.0,8.5,5.6,7032,12335,7803,15.7,50594.0,21247,20447,800,3.8,50594,224.8,199.9,72.9,66.5,6.2,5.4,17.35320499,10.24189664,0.916740021,19.03594002,16.84838449,59.41807504,6,48139,9558,19.9,1503,43,13,36585,48.9,38.8,7.0,14.5,3.4,20.194792287815545,1,22.955674816139933,2243,23.549999999999997
153337.625,140992,146396,172576,158559,142004,169617,791110,1243857,11.5,11.0,0.5,93264,245164,217166,17.9,50006.0,612216,580166,32050,5.2,50006,292.7,248.6,93.7,83.7,8.3,7.1,642.6014538,237.9295994,2.9057676592500004,841.2662847,575.2448185,2424.200417,680,1257401,297844,23.7,1290,35,35,985975,45.2,34.9,8.7,13.3,3.5,25.121199053396058,2,37.19048080991211,452747,26.15
153337.625,70745,76645,79239,80044,80551,97130,654951,754610,9.0,10.5,-1.6,64525,165834,90400,12.1,56343.0,342684,331050,11634,3.4,56343,265.2,240.7,86.8,80.1,6.9,6.0,437.9002433,215.8678141,2.9057676592500004,410.7971943,293.3506484,1031.085015,141,700165,239488,34.2,40,9,71,621987,37.6,24.6,10.0,13.0,3.9,25.121199053396058,2,37.19048080991211,99659,17.549999999999997
47240.0,5396,5518,5355,5758,5944,6576,44735,47240,9.9,12.4,-2.4,3933,11146,8229,18.3,48020.0,18099,17028,1071,5.9,48020,230.9,214.6,77.3,72.9,8.3,7.6,31.01828349,10.42400393,1.11006127,20.87972389,20.08682299,68.2529101,50,48486,12601,26.0,695,17,19,37192,54.4,41.3,12.1,15.3,3.6,26.869178662150723,1,40.679508890770535,2505,26.5
4434.0,267,372,374,359,429,745,4268,4434,3.6,15.5,-11.9,617,1007,404,9.1,59020.0,2296,2139,157,6.8,59020,355.6,304.1,112.9,94.8,10.2,7.4,2.861353801,2.017763806,0.037664319,4.70123311,1.470269814,11.0969068,0,4646,1721,37.0,306,32,41,3861,45.9,32.2,11.8,14.4,4.0,42.580063148398736,1,43.1213351375733,166,14.3
7254.0,734,742,649,743,868,1104,7112,7254,8.9,11.0,-2.1,1053,2655,1637,22.8,36384.0,2417,2165,252,10.4,36384,263.4,231.6,100.1,89.4,10.5,9.2,3.783999841,2.683345959,0.224951158,3.920577329,4.985078346,11.25960887,0,7450,2279,30.6,7,48,13,5886,58.6,38.9,16.3,18.1,4.2,33.27819134270747,1,24.38654535428729,142,28.1
23341.0,2638,3056,2508,2538,2539,3319,22404,23341,10.0,10.7,-0.7,1914,7187,4032,17.6,45607.0,10884,10401,483,4.4,45607,287.0,249.7,97.8,87.6,7.9,6.7,10.3209381,8.833508788,0.336247757,17.31442444,14.06402946,47.40859871,4,23221,6243,26.9,323,22,133,18132,49.2,35.2,12.0,13.8,3.8,28.889079302514887,1,30.57281179041172,937,24.049999999999997
37300.0,3108,3656,4088,4370,4382,5811,35253,37300,7.9,11.0,-3.1,2546,9451,4150,11.7,54376.0,17078,16244,834,4.9,54376,355.6,304.1,112.9,94.8,10.2,7.4,24.0704774,16.97397157,0.316842379,39.54803676,12.36830493,93.35016323,0,38233,11100,29.0,825,32,31,31238,43.8,31.7,8.9,11.3,3.2,31.86327077747989,1,44.86327077747989,2047,16.0
21332.0,2448,2462,1801,2174,2172,3159,20069,21332,9.8,9.2,0.6,1085,4685,2535,12.0,55687.0,9851,9361,490,5.0,55687,302.7,265.0,104.9,96.0,7.4,6.6,10.94888614,6.888674198,0.482815465,12.2224545,13.3287482,35.67131899,0,20743,6829,32.9,910,23,57,16819,41.6,30.8,6.8,11.7,3.4,33.358334895930994,1,44.20588786799175,1263,17.7
22883.0,2671,2950,2581,2570,2753,3423,21912,22883,10.8,12.4,-1.6,2035,7256,2220,9.9,58693.0,11048,10651,397,3.6,58693,273.1,236.3,86.6,79.0,7.0,6.3,12.76288641,2.483851175,0.455683975,14.23452155,10.21927341,40.58201958,0,22859,5551,24.3,1017,25,177,17740,49.8,35.7,10.1,12.3,3.2,25.936284578071056,1,28.370405978237116,971,13.6
1952.0,269,260,145,218,185,274,1854,1952,11.3,2.6,8.7,135,415,198,10.2,68243.0,873,837,36,4.1,68243,237.6,217.1,87.0,79.6,10.5,9.7,1.173649512,0.582972515,0.100158273,0.901424461,1.507510423,2.319049254,0,1822,608,33.4,1270,34,65,1461,48.6,36.9,7.6,12.2,3.3,30.78893442622951,1,38.98565573770492,98,12.45
6336.0,856,788,606,658,592,863,6199,6336,14.3,10.4,3.9,334,1458,788,12.6,55371.0,3574,3489,85,2.4,55371,239.2,214.5,88.2,80.3,6.8,6.2,3.43193377,2.699568956,0.305425685,2.93602755,4.138025407,9.014983921,0,6406,1958,30.6,1064,27,3,4825,46.6,37.3,8.3,12.1,3.5,31.139520202020204,1,41.44570707070707,137,16.3
8484.0,1048,992,882,874,864,1103,8058,8484,10.7,14.6,-3.9,1095,2000,1221,14.7,49210.0,3648,3527,121,3.3,49210,224.8,199.9,72.9,66.5,6.2,5.4,2.926348463,1.727136775,0.154593964,3.210115587,2.841218326,10.01993537,0,8220,2691,32.7,306,43,193,6611,51.8,36.5,10.5,15.0,4.0,32.07213578500707,1,33.356907119283356,426,23.4
8278.0,955,1026,916,917,958,1163,5624,8278,10.5,13.4,-2.9,1134,2201,1668,20.4,38479.0,3792,3610,182,4.8,38479,191.3,174.8,65.9,61.2,7.1,6.7,5.7819302,0.296580312,0.274406083,3.267926992,3.040641145,9.371383512,0,8360,2362,28.3,11,24,19,6481,55.7,39.3,10.8,16.5,4.0,28.30393814931143,2,29.765643875332202,2654,28.85
21899.0,2627,2530,2298,2593,2735,3181,21499,21899,11.8,13.3,-1.5,4005,6056,6717,31.1,32321.0,6316,5904,412,6.5,32321,230.9,214.6,77.3,72.9,8.3,7.6,14.37911495,4.832245174,0.514590003,9.67919292,9.311628631,31.63993392,6,23011,5498,23.9,725,17,133,17160,64.2,40.5,16.8,18.7,4.3,27.101694141284987,1,27.896250970363944,400,35.95
12437.0,1482,1533,1260,1313,1327,1696,12024,12437,10.9,12.7,-1.8,815,3303,1864,15.2,44298.0,5856,5662,194,3.3,44298,218.2,193.1,84.8,77.9,6.9,6.5,7.573769266,3.361303426,0.464986875,5.036044288,8.515564716,16.10509625,3,12547,3759,30.0,581,15,7,9663,52.7,41.9,8.8,12.8,3.6,30.76304575058294,1,38.58647583822466,413,21.75
153337.625,30017,36055,35317,36592,39725,52130,293326,309176,8.7,7.9,0.8,11565,55297,16270,5.3,81540.125,185379,180279,5100,2.8,93645,315.1,287.6,105.9,99.6,9.7,8.6,231.1199197,118.7509646,2.9057676592500004,198.070227,132.4266995,510.1049115,43,302479,69798,23.1,1120,29,15,249181,39.2,28.6,7.0,9.4,2.6,25.121199053396058,1,37.19048080991211,15850,6.15
2611.0,238,329,285,225,309,406,1444,2611,8.1,5.8,2.3,405,809,592,22.7,38187.0,1001,938,63,6.3,38187,228.7,202.9,79.1,71.9,7.0,6.1,1.195113349,0.82578237,0.035989914,1.235570977,0.8466317,3.174062204,0,2627,671,25.5,440,10,307,2103,54.8,37.8,12.0,19.9,4.8,31.36729222520107,2,22.596706242818843,1167,34.15
46140.0,6988,6701,5891,7230,5681,5942,43816,46140,13.3,6.8,6.5,2345,10364,4200,9.2,78112.0,22821,21883,938,4.1,78112,207.9,199.6,79.8,76.2,10.6,10.4,22.84091204,12.85799594,2.316036536,10.5419594,30.02861163,43.44565088,14,48116,6482,13.5,703,50,5,33529,37.3,33.2,6.8,8.4,2.5,16.703511053315996,1,38.46120502817512,2324,10.75
153337.625,36145,43877,35735,37085,41697,48575,287376,308570,9.9,7.0,2.9,14873,54107,18136,5.9,81540.125,165849,160050,5799,3.5,86268,284.4,240.5,99.6,87.2,7.0,5.8,120.1964755,60.35253212,2.9057676592500004,233.7328602,146.6188722,517.8886625,33,308043,58774,19.1,513,13,111,236174,40.4,32.1,6.8,9.3,2.6,25.121199053396058,1,37.19048080991211,21194,7.55
153337.625,35030,38164,43861,31487,27309,28310,203448,254607,13.7,8.8,4.9,23575,41380,46457,18.9,48858.0,118786,114544,4242,3.6,48858,224.8,199.9,72.9,66.5,6.2,5.4,87.82046241,51.83181433,2.9057676592500004,96.33638604,85.26568532,300.7008116,54,245720,46694,19.0,1595,43,309,191746,44.1,36.5,7.5,12.5,3.2,25.121199053396058,2,37.19048080991211,51159,22.9
13338.0,2510,2302,1665,1592,1286,1532,3953,13338,17.9,11.4,6.5,912,2758,3375,25.6,40425.0,5098,4609,489,9.6,40425,247.1,236.2,91.5,88.0,9.8,9.4,6.328080918,4.909284998,0.703120102,4.319166341,7.370205355,14.46418496,0,13290,2252,16.9,1029,26,3,8859,49.9,38.0,9.8,16.2,4.1,18.37606837606838,1,30.259409206777626,9385,32.7
9378.0,1302,1319,1108,1065,915,1081,8818,9378,12.7,10.0,2.8,485,1541,1074,12.0,52567.0,4952,4815,137,2.8,52567,227.6,206.5,88.0,80.5,6.8,6.3,5.288905909,2.679884115,0.447721024,3.881322546,5.76239505,12.28172852,6,9670,2512,26.0,668,16,151,7065,43.5,34.5,7.6,11.5,3.1,27.596502452548517,1,44.615056515248455,560,15.6
66994.0,7918,8437,8603,7501,8101,9365,48232,66994,11.3,12.5,-1.2,8918,15980,12768,19.7,42099.0,29857,28786,1071,3.6,42099,229.5,205.0,80.1,72.3,7.0,6.2,27.94860829,13.82276761,0.909219223,28.15944173,30.84756813,85.01858589,8,66508,16065,24.2,400,40,59,52402,52.7,35.4,9.9,16.5,3.8,25.47840105084037,2,30.999791026062034,18762,28.35
39694.0,3805,4387,4031,4538,4741,5835,38323,39694,8.3,10.9,-2.7,2207,9456,5333,13.7,49482.0,21250,20501,749,3.5,49482,330.2,305.7,128.9,119.7,12.1,11.7,32.62348289,16.48968772,1.008362199,23.87445794,33.15732171,66.5519051,4,39280,11094,28.2,802,19,27,32399,42.0,30.3,8.6,11.4,3.3,31.130649468433518,1,43.779916360155184,1371,18.95
88355.0,10874,11410,10206,11016,11147,12883,80132,88355,11.4,8.1,3.3,6654,19089,6107,7.0,77684.0,46803,45591,1212,2.6,77684,263.2,231.8,90.3,81.7,7.3,6.3,46.45084785,21.80430598,0.995819874,44.06502941,38.68137821,121.9049495,0,83784,17641,21.1,812,46,69,67969,44.2,32.4,7.3,10.4,2.8,23.56289966611963,1,37.129760624752414,8223,9.55
19026.0,1745,1946,2388,2113,2148,2736,6861,19026,9.0,13.7,-4.7,3095,5529,4172,23.5,35433.0,7832,7445,387,4.9,35433,255.0,223.5,86.2,78.1,7.1,6.2,8.643001381,7.772654623,0.205218604,9.262321811,7.373211269,27.44615596,0,19913,5537,27.8,1193,33,15,15676,55.6,42.6,11.0,19.4,4.8,31.27299484915379,2,31.068012193840012,12165,31.2
153337.625,20575,24466,29803,23430,21076,26215,184321,199754,9.8,10.3,-0.5,7871,38176,28232,14.7,53833.0,101957,98202,3755,3.7,53833,302.7,265.0,104.9,96.0,7.4,6.6,102.5259611,64.50591721,2.9057676592500004,114.451724,124.8111179,334.0281574,179,200294,50288,25.1,940,23,137,161743,38.4,28.2,5.9,9.5,3.0,25.121199053396058,1,37.19048080991211,15433,13.8
35218.0,4521,4977,4451,4223,3967,4435,31252,35218,10.6,11.5,-0.9,2370,7201,5109,15.4,47864.0,16735,16161,574,3.4,47864,227.6,206.5,88.0,80.5,6.8,6.3,19.86187762,10.06399646,1.681364792,14.57586025,21.64001161,46.12261837,4,35732,8333,23.3,634,16,35,26899,49.6,40.7,8.3,12.4,3.3,24.544267136123572,1,39.337838605258675,3966,20.450000000000003
30472.0,2940,3527,3469,3246,3948,4391,29184,30472,8.9,15.5,-6.6,3831,8583,6059,20.4,40972.0,13714,13169,545,4.0,40972,263.2,231.8,90.3,81.7,7.3,6.3,16.02003549,7.519900536,0.343439796,15.19721098,13.34048958,42.04275504,4,31298,8800,28.1,1726,46,173,24615,48.6,32.5,10.9,13.7,3.7,29.37450774481491,1,33.65384615384615,1288,23.95
136271.0,17785,18901,19290,19842,16000,15834,124661,136271,11.7,7.8,3.9,7072,19061,11343,8.5,69600.0,71375,69502,1873,2.6,69600,224.8,199.9,72.9,66.5,6.2,5.4,47.00335118,27.74147282,2.48310633,51.5612519,45.63598096,160.9413736,0,130552,25788,19.8,1613,43,381,103770,40.0,31.7,6.1,10.0,2.7,21.00153370856602,1,41.848228896830584,11610,11.15
9242.0,1012,1033,984,925,1092,1414,8951,9242,10.4,13.9,-3.6,1095,2969,1268,13.9,48182.0,3702,3451,251,6.8,48182,230.9,214.6,77.3,72.9,8.3,7.6,6.068394921,2.039344714,0.217171597,4.084894331,3.929771762,13.35295079,0,9288,2565,27.6,511,17,139,7359,52.6,39.4,13.4,16.0,3.7,30.10170958666955,1,28.251460722787275,291,22.700000000000003
153337.625,23162,25765,26100,25219,24615,29266,191234,210793,10.4,12.1,-1.8,13633,54917,28929,14.2,52872.0,105330,100502,4828,4.6,52872,320.5,273.3,100.8,88.2,8.7,7.2,115.2632516,93.306779,2.9057676592500004,170.7798798,118.5715357,440.5613959,51,211960,54892,25.9,1390,38,69,167550,42.8,30.8,8.4,11.5,3.2,25.121199053396058,1,37.19048080991211,19559,18.8
91185.0,12219,11921,11104,12666,11439,13079,47734,91185,12.9,9.2,3.7,6736,16916,9846,10.9,69753.0,44014,42595,1419,3.2,69753,263.2,231.8,90.3,81.7,7.3,6.3,47.93866291,22.50269527,1.027715864,45.47642699,39.9203381,125.8095504,12,88057,17315,19.7,830,46,800,69053,49.1,37.1,7.0,12.7,3.1,20.570269232878214,2,40.082250370126665,43451,15.950000000000001
7709.0,973,1014,766,916,743,885,7329,7709,10.9,7.7,3.1,368,1229,779,10.5,52355.0,3798,3676,122,3.2,52355,216.2,199.9,65.3,62.2,5.8,5.4,2.943515954,1.946085941,0.131690026,2.367981766,2.565516805,9.013450676,0,7246,2156,29.8,506,44,25,5900,40.6,30.3,6.7,11.8,3.3,31.28810481255675,1,45.66091581268647,380,14.05
20917.0,2301,2495,2937,2526,2269,2821,19599,20917,10.4,11.5,-1.1,1292,5017,2203,11.4,57002.0,10536,10272,264,2.5,57002,237.6,217.1,87.0,79.6,10.5,9.7,12.57644818,6.246944717,1.07326363,9.659372669,16.15399361,24.85018097,6,21058,5310,25.2,1276,34,93,16727,43.3,34.4,6.9,10.2,3.0,26.619496103647748,1,39.102165702538606,1318,10.65
15765.0,1627,1614,2402,2227,2111,2021,13857,15765,9.2,13.4,-4.2,1793,4325,2326,17.5,43767.0,5981,5629,352,5.9,43767,284.4,240.5,99.6,87.2,7.0,5.8,6.140899751,3.083441906,0.231381877,11.94153204,7.490833587,26.45919812,0,16457,3784,23.0,39,13,101,12819,50.0,37.1,9.5,11.5,3.2,23.86933079606724,2,35.43292102759277,1908,20.7
26215.0,3258,3161,3320,2846,3223,3745,18027,26215,11.8,14.1,-2.3,3612,6454,5566,21.6,40965.0,11376,10875,501,4.4,40965,228.7,202.9,79.1,71.9,7.0,6.1,11.99919435,8.291032109,0.361346455,12.40539761,8.500363849,31.86826529,28,26241,6294,24.0,436,10,293,20392,46.9,31.9,10.8,15.6,3.9,25.412931527751287,2,30.16212092313561,8188,33.3
3295.0,337,371,337,259,308,484,3174,3295,9.1,12.1,-3.0,325,904,431,13.3,47976.0,1481,1410,71,4.8,47976,237.6,217.1,87.0,79.6,10.5,9.7,1.981134806,0.984064772,0.169068397,1.521615573,2.544696129,3.914583654,0,3389,1194,35.2,1261,34,29,2643,49.0,35.5,8.6,13.6,3.8,36.38846737481032,1,38.907435508345976,121,16.05
38458.0,5094,4920,4790,4562,4513,5178,32740,38458,12.0,12.0,-0.1,4055,11081,7210,19.1,44261.0,20017,19333,684,3.4,44261,273.1,236.3,86.6,79.0,7.0,6.3,21.44976995,4.1744504,0.765839021,23.92305334,17.17488164,68.20361442,12,38858,9126,23.5,155,25,201,29205,52.0,39.1,10.8,13.1,3.5,24.4448489261012,2,29.15128191793645,5718,25.25
74254.0,8465,8439,8707,9030,9712,9082,65864,74254,10.0,13.6,-3.6,7657,21904,14596,20.7,41298.0,29465,27908,1557,5.3,41298,263.4,231.6,100.1,89.4,10.5,9.2,38.73409487,27.46748978,2.302663814,40.13214075,51.02867487,115.2565477,43,77097,20258,26.3,1790,48,81,58794,56.6,37.5,12.9,16.0,3.6,28.03754679882565,2,33.602230182885776,8390,23.799999999999997
13840.0,1774,1821,1539,1538,1447,1818,13354,13840,12.2,12.8,-0.7,738,3650,1231,9.1,53147.0,8111,7950,161,2.0,53147,218.2,193.1,84.8,77.9,6.9,6.5,8.428155234,3.740487208,0.517441372,5.604153168,9.476193267,17.92188889,0,13944,3787,27.2,608,15,141,10548,42.4,34.0,7.4,10.8,3.2,28.20086705202312,1,37.7456647398844,486,10.25
54401.0,6807,7181,6949,6570,6253,7223,49052,54401,11.5,9.1,2.4,3419,11501,5812,11.0,53961.0,30094,29170,924,3.1,53961,227.6,206.5,88.0,80.5,6.8,6.3,30.68050441,15.54578543,2.597192517,22.5152301,33.42717564,71.24528826,18,55334,12413,22.4,154,16,169,41812,46.4,38.9,7.4,11.7,3.0,24.66498777596,1,40.66285546221577,5349,15.2
