MEDHHINC_2018,Median_Household_Income_2018,anycondition_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence
-0.2752665917728956,-0.2801882673934522,0.0709131651034373,0.04334522639880785,-0.25321804478841003,-0.2613705989364849
-0.7286849039478852,-0.6783560900364008,0.7931835973672081,0.7683803020488974,0.3298435224493883,0.26584803960348946
-1.1221272489039609,-1.023856211271552,1.3113341248607835,2.047853964960819,0.9129050896871866,0.44158758578348095
-0.05372777768703124,-0.08564467515885699,-0.38443123784546135,0.597783813660641,0.0383127388304888,-0.08563105275649344
0.2085946941076946,0.1447129540330405,0.055211633967269275,-0.42579511666889674,-0.5447488284073095,-0.08563105275649344
-1.041635364622577,-0.9531725237270183,0.8402881907757156,0.9816259125342177,0.9129050896871866,0.7930666781434631
0.3770237551528103,0.2926183886072137,-1.4050307616964417,-0.2551986282806403,-0.7633969161214839,-0.612849691296467
0.9508903545977845,0.7965574846980976,-0.24311745761994125,-1.1508301923189854,-0.8727209599785714,-1.1400683298364414
-0.7672349739120424,-0.7122087091481714,0.4634514435076605,1.1948715230195381,0.767139697877737,1.3202853166834374
-0.27485296441276513,-0.27982504186650187,0.5105560369161679,-0.1272512619894478,0.7306983499253746,0.6173271319634717
-0.7117261821825371,-0.6634638434314374,1.3427371871331206,0.21394171478706425,1.3137599171631729,0.7930666781434631
-0.0892170051862231,-0.11680942537119506,0.1023162273757756,-0.681689849251281,-0.36254208864549753,0.44158758578348095
-0.9804185153232718,-0.8994151457383699,0.9973035021374049,0.2992399589811928,1.2773185692108113,0.6173271319634717
-1.0435380504791771,-0.9548433611509899,0.055211633967269275,0.6830820578547688,-0.03456995707423575,0.7930666781434631
-0.3908340761933409,-0.3816734796233736,0.13371928964811391,-0.2978477503777042,0.25696082654466373,0.9688062243234545
0.13852621930159784,0.08318254976765507,0.039510102831100125,-0.3404968724747681,-0.3989834365978598,-0.08563105275649344
-0.5566159221336217,-0.5272542708250647,-0.44723736239013684,-0.5963916050571527,-0.47186613250258436,-0.612849691296467
0.9550266281990889,0.8001897399676009,-0.6513572671603325,-0.3404968724747681,-0.32610074069313527,-0.43711014511647556
-0.29346619561863496,-0.2961701905792666,0.7303774728225327,1.0242750346312817,0.3298435224493883,0.7930666781434631
-0.47744764540465523,-0.4577329049667721,0.7460790039587019,0.2565908368841282,0.5120502622112003,1.3202853166834374
-0.5481779239869607,-0.519844470075278,0.400645318962985,0.3418890810782568,-0.25321804478841003,0.09010849342349803
2.4324311737970024,2.521588157290591,-1.1695077946539076,-1.8332161458720109,-1.8201960067399938,-1.8430265145564064
-0.8633619724063569,-0.7966223216114273,-0.35302817557312305,-0.9375845818336652,-0.7998382640738462,-0.43711014511647556
0.8703157448443745,0.7258011520481739,-0.14890827080292746,-0.5110933608630246,-0.36254208864549753,-0.2613705989364849
0.4183037656938283,0.32886829619685637,0.5733621614608434,0.3418890810782568,-0.07101130502659803,-0.612849691296467
-1.6164119442598384,-1.457910715977193,1.7038724032650066,1.4934153776989862,2.4798830516387698,2.901941232303358
-0.39348129129817566,-0.38399812299585573,0.7303774728225327,0.38453820317532067,-0.1803353488836855,-0.08563105275649344
2.392795332012503,2.062761671646938,-1.2951200437432586,-1.0655319481248577,-1.2735757874545577,-1.1400683298364414
-0.43881484996847203,-0.4238076407496116,0.3221376632821404,0.8110294241459614,-0.03456995707423575,0.09010849342349803
-0.3115830739923483,-0.31207946865969094,0.11801775851194475,0.597783813660641,-0.1803353488836855,0.09010849342349803
-0.2412664227701733,-0.2503311290781353,0.14942082078428195,0.2992399589811928,-0.28965939274077235,-0.2613705989364849
-0.6491029998587884,-0.6084714986511579,1.531155560767148,2.602292552222652,2.079028224162784,1.8475039552234112
-1.1107938592363868,-1.013903831833113,0.4320483812353233,0.9816259125342177,0.5484916101635626,0.6173271319634717
0.5235305661110126,0.42127287025301957,0.039510102831100125,-0.9802337039307295,-0.9456036558832959,-0.9643287836564499
-0.9713187134004021,-0.8914241841454628,-0.8554771719305292,-0.3831459945718328,-1.2735757874545577,-1.315807876016432
-1.784096476056719,-1.6051623446028556,0.5576606303246743,0.08599434849587252,1.3866426130678975,2.023243501403402
0.03925565287029195,-0.003991576700423446,-0.6670587982965016,-1.4067249249013702,-0.7633969161214839,-1.1400683298364414
-0.02684199927855256,-0.062035015907085725,-0.11750520853058914,-0.681689849251281,-0.25321804478841003,-0.7885892374764585
-0.8152157476871735,-0.7543428702744093,-1.091000138973063,-0.2125495061835764,-1.0549276997403834,-0.7885892374764585
1.9462432340156783,1.6706233927513647,-0.5257450180709815,-0.9375845818336652,-0.9091623079309336,-1.315807876016432
0.5945090211093963,0.48360237067769574,0.0709131651034373,0.08599434849587252,-0.617631524312034,-0.43711014511647556
0.33334470592303567,0.2542617729612592,0.1965254141927894,0.7257311799518334,-0.07101130502659803,-0.43711014511647556
-1.4757786418154881,-1.3344140368140818,1.4212448428139652,1.0242750346312817,1.9332628323533336,1.496024862863428
0.6541540864402059,0.5359794916639329,-0.21171439534760295,-0.5537424829600889,-0.5447488284073095,-0.7885892374764585
-1.6066503385607598,-1.4493385935411651,0.9187958464565602,2.133152209154947,1.0586704814966363,1.496024862863428
-1.3239774006476164,-1.2011102684233117,1.8294846523543575,1.3654680114077944,2.261234963924596,2.198983047583394
1.2477920736994152,1.0572807679430425,0.14942082078428195,-0.16990038408651248,0.001871390878126529,-0.08563105275649344
-0.6982419302422848,-0.6516226912528568,0.3849437878268158,1.1095732788254096,0.47560891425883806,0.6173271319634717
1.680529017867883,1.4372873142384746,-0.27452051989227844,-1.0228828260277933,-0.7269555681691215,-1.1400683298364414
1.7771523691943538,1.5221367973340711,-1.9231812891900157,-1.961163512163203,-1.6379892669781817,-1.8430265145564064
-0.44923825944375917,-0.4329609240287598,0.8402881907757156,0.2565908368841282,-0.03456995707423575,-0.08563105275649344
-0.3413642439217401,-0.3382317066001145,1.013005033273573,0.38453820317532067,0.6578156540206501,0.26584803960348946
-0.5544650598609434,-0.525365498084923,1.0601096266820804,1.1522224009224742,0.6578156540206501,0.44158758578348095
1.3210868419145294,1.1216443313186404,-1.2951200437432586,-1.5773214132896263,-1.2371344395021953,-1.4915474221964236
2.4324311737970024,2.2917390438364245,-2.89667621963249,-1.3640758028043058,-1.4193411792640074,-0.9643287836564499
-2.1250081462762287,-1.9045328239153152,2.0179030259883852,1.4081171335048583,3.208710010686018,3.0776807784833506
2.4324311737970024,2.5186097079695986,-1.5463445419219617,-1.278777558610178,-1.3100171354069199,-1.4915474221964236
0.8148896785868953,0.6771289314368301,-0.18031133307526465,-1.2361284365131138,-0.1438940009313232,-0.7885892374764585
-0.9976254135046981,-0.9145253276595036,0.039510102831100125,0.04334522639880785,0.47560891425883806,0.44158758578348095
0.9625546461534629,0.8068004445580969,-1.075298607836894,-1.4920231690954984,-1.4193411792640074,-1.4915474221964236
0.6877406280827977,0.5654734044522994,0.4163468500991541,0.3418890810782568,0.25696082654466373,0.44158758578348095
-0.24292093221069508,-0.2517840311859366,-0.6984618605688399,-0.42579511666889674,-0.617631524312034,-0.08563105275649344
-0.5227812040749517,-0.49754242272052795,0.3064361321459712,0.8536785462430252,0.001871390878126529,0.44158758578348095
0.3857926551875756,0.30031876977856065,0.1965254141927894,-0.2551986282806403,-0.36254208864549753,-0.2613705989364849
-1.2520062399849194,-1.1379090267339547,1.4526479050863035,0.8963276683400891,1.860380136448609,1.6717644090434205
0.46099010925928985,0.3663531705781301,0.0709131651034373,-0.04195301779531998,-0.5447488284073095,-0.7885892374764585
-0.9323550160761145,-0.8572083395067419,0.3064361321459712,0.9816259125342177,0.4391675663064758,0.7930666781434631
-0.27907196348609564,-0.2835299422413952,-0.6199542048879952,-0.7243389713483449,0.001871390878126529,0.09010849342349803
2.4324311737970024,3.2587906867889753,-2.2058088496410573,-1.7479179016778825,-1.8201960067399938,-1.667286968376415
-0.6579546253655798,-0.6162445249278948,1.8137831212181885,2.218450453349076,1.1679945253537238,0.44158758578348095
-0.778981990939747,-0.7225243141135606,1.1229157512267558,0.8963276683400891,0.7306983499253746,0.44158758578348095
0.2512810376731561,0.18219782841431426,0.02380857169493097,-0.2125495061835764,-0.7269555681691215,-0.43711014511647556
2.4324311737970024,2.6183514376701584,-2.080196600551705,-1.3640758028043058,-1.492223875168732,-1.315807876016432
0.10121703141783205,0.05041960723673556,0.5105560369161679,-0.2125495061835764,-0.07101130502659803,-0.2613705989364849
-0.40142293661268014,-0.39097205311330196,1.405543311677796,1.7066609881843064,0.8764637417348243,0.26584803960348946
1.1883951847846839,1.0051215822729753,-0.24311745761994125,0.21394171478706425,-0.32610074069313527,-0.7885892374764585
-2.1643854709606467,-1.9391118940809864,2.080709150533061,0.9389767904371539,1.8239387884962475,2.023243501403402
1.3522743448683647,1.149031536050695,-1.3579261682879342,-0.5537424829600889,-0.6540728722643964,-0.2613705989364849
-1.3322499478502252,-1.2083747789623183,1.0287065644097422,1.9625557207666908,1.3866426130678975,1.8475039552234112
2.4324311737970024,2.7095210449346907,0.13371928964811391,-0.9375845818336652,-0.8362796120262084,-1.4915474221964236
-0.34070244014553136,-0.33765054575699394,0.5105560369161679,0.17129259269000036,0.47560891425883806,0.44158758578348095
-0.3051304871743134,-0.3064131504392658,0.008107040558761821,0.08599434849587252,-0.1438940009313232,0.6173271319634717
-0.8258873335785389,-0.7637140888697277,1.2485280003161068,0.3418890810782568,2.4434417036864082,2.198983047583394
-0.7869236362542514,-0.7294982442310068,0.4163468500991541,0.08599434849587252,0.22051947859230084,0.26584803960348946
-0.8490504657458436,-0.784054718378946,0.18082388305662025,0.5551346915635771,-0.25321804478841003,-0.612849691296467
0.7615317491300685,0.6302728384602378,-0.11750520853058914,-0.5963916050571527,-0.6540728722643964,-0.43711014511647556
-0.07267191078100545,-0.10228040429318197,0.4791529746438296,0.3418890810782568,-0.43542478455022204,-0.08563105275649344
-0.12404442890920625,-0.1473930147404126,-0.47864042466247514,-0.8522863376395374,-1.127810395645108,-0.7885892374764585
-1.183178647259214,-1.0774682990494202,1.7980815900820193,1.3228188893107298,1.7874974405438846,1.1445457705034452
0.9640437046499325,0.808108056455118,-0.27452051989227844,-0.639040727154217,-0.43542478455022204,-0.612849691296467
-0.8968657885769227,-0.8260435892944038,0.3378391944183095,-0.2125495061835764,0.22051947859230084,0.7930666781434631
